gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx942,80,32,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,187.10730999999979,impl__flydsl_gfx942__16_16_16_False,2.76%,0.0,,0%,187.10730999999979,0,0,0,0.0,0.0,
gfx942,80,32,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,130.757,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,87.7307,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,3.4%,218.4877,0,0,0,10.37,4181.64,
gfx942,80,64,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,151.6986,moe_ck2stages_gemm1_256x16x64x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,106.0524,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,2.8%,257.751,0,0,0,14.06,3519.48,
gfx942,80,64,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,158.3996,moe_ck2stages_gemm1_256x16x64x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,114.902,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,3.3%,273.3016,0,0,0,16.57,3345.12,
gfx942,80,128,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,186.4735,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,127.9616,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,2.9%,314.4351,0,0,0,23.05,2888.76,
gfx942,80,128,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,191.8837,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,132.1477,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,3.3%,324.0314,0,0,0,27.96,2825.06,
gfx942,80,256,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,189.996,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,142.0053,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,2.9%,332.0013,0,0,0,43.66,2743.03,
gfx942,80,256,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,201.912,moe_ck2stages_gemm1_256x16x128x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_swiglu_F8_F8_B16,0.0%,151.0565,moe_ck2stages_gemm2_128x16x128x128_1x2_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,3.3%,352.9685,0,0,0,51.33,2600.14,
gfx942,80,512,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,403.3064300000004,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,5.16%,0.0,,0%,403.3064300000004,0,0,0,0.0,0.0,
gfx942,80,512,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,409.2568699999997,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,4.84%,0.0,,0%,409.2568699999997,0,0,0,0.0,0.0,
gfx942,80,1024,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,430.41825000000034,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,5.30%,0.0,,0%,430.41825000000034,0,0,0,0.0,0.0,
gfx942,80,1024,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,451.13057142856997,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.12%,0.0,,0%,451.13057142856997,0,0,0,0.0,0.0,
gfx942,80,2048,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,706.997625,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,4.88%,0.0,,0%,706.997625,0,0,0,0.0,0.0,
gfx942,80,2048,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,881.4005425531901,impl__flydsl_gfx942__64_256_128_True,4.79%,0.0,,0%,881.4005425531901,0,0,0,0.0,0.0,
gfx942,80,4096,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1042.7186966292131,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,5.29%,0.0,,0%,1042.7186966292131,0,0,0,0.0,0.0,
gfx942,80,4096,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1266.3421914893627,impl__flydsl_gfx942__64_128_256_True,5.05%,0.0,,0%,1266.3421914893627,0,0,0,0.0,0.0,
gfx942,80,8192,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1854.3892551020379,impl__flydsl_gfx942__64_128_256_True:8x1_compact:64:128,5.20%,0.0,,0%,1854.3892551020379,0,0,0,0.0,0.0,
gfx942,80,8192,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,2191.4890439560377,impl__flydsl_gfx942__64_256_128_True,5.01%,0.0,,0%,2191.4890439560377,0,0,0,0.0,0.0,
gfx942,80,16384,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,3286.0972929292902,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.30%,0.0,,0%,3286.0972929292902,0,0,0,0.0,0.0,
gfx942,80,16384,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,3988.79037373737,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.01%,0.0,,0%,3988.79037373737,0,0,0,0.0,0.0,
gfx942,80,32768,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,6235.840739999991,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.29%,0.0,,0%,6235.840739999991,0,0,0,0.0,0.0,
gfx942,80,32768,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,7549.025190000012,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.09%,0.0,,0%,7549.025190000012,0,0,0,0.0,0.0,
gfx942,80,65536,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,11736.654030927853,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.29%,0.0,,0%,11736.654030927853,0,0,0,0.0,0.0,
gfx942,80,65536,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,14265.4164040404,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.09%,0.0,,0%,14265.4164040404,0,0,0,0.0,0.0,
gfx942,80,131072,6144,384,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,23323.305536082495,impl__flydsl_gfx942__64_256_128_True:8x1_compact:64:128,5.35%,0.0,,0%,23323.305536082495,0,0,0,0.0,0.0,
gfx942,80,131072,6144,384,129,5,ActivationType.Swiglu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,28914.089910000042,impl__flydsl_gfx942__256_256_128_True:8x1:64:128,5.15%,0.0,,0%,28914.089910000042,0,0,0,0.0,0.0,
